name,type,side,eco_code,moves
Caro-Kann Defense - Accelerated Panov Attack - Modern Variation,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nc6 5.Nc3 e5
Caro-Kann Defense - Accelerated Panov Attack - Open Variation,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 dxc4
Caro-Kann Defense - Advance Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5
Caro-Kann Defense - Advance Variation - Bayonet Attack,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.c4
Caro-Kann Defense - Advance Variation - Botvinnik-Carls Defense,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.c4 cxd4 5.Qxd4
Caro-Kann Defense - Advance Variation - Bronstein Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.c4 Nc6
Caro-Kann Defense - Advance Variation - Short Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5
Caro-Kann Defense - Advance Variation - Tal Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.c4 Nc6 5.Nc3 Qb6
Caro-Kann Defense - Advance Variation - Van der Wiel Attack,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.Nf3 Nc6 5.Bb5
Caro-Kann Defense - Advance Variation - Van der Wiel Attack - Bishop Hunt,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.Nf3 Nc6 5.Bb5 Bg4
Caro-Kann Defense - Advance Variation - Van der Wiel Attack - Dreyev Defense,Opening,White,B12,1.e4 c6 2.d4 d5 3.e5 c5 4.Nf3 Nc6 5.Bb5 Qb6
Caro-Kann Defense - Breyer Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nf3 Nf6 4.Bb5+ Bd7
Caro-Kann Defense - Bronstein-Larsen Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6
Caro-Kann Defense - Classical Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4
Caro-Kann Defense - Classical Variation - Flohr Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.d4
Caro-Kann Defense - Classical Variation - Lobron System,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.Nf3 Bg4
Caro-Kann Defense - Classical Variation - Main lines,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6
Caro-Kann Defense - Classical Variation - Maroczy Attack,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 c5
Caro-Kann Defense - Classical Variation - Seirawan Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.Nf3 Bg4 7.h3
Caro-Kann Defense - De Bruycker Defense,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nf3 dxe4
Caro-Kann Defense - Euwe Attack,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.Nf3 Bg4
Caro-Kann Defense - Exchange Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.exd5 cxd5
Caro-Kann Defense - Exchange Variation - Rubinstein Variation,Opening,White,B12,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6
Caro-Kann Defense - Finnish Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6
Caro-Kann Defense - Forgacs Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.c3 Nd7
Caro-Kann Defense - General,Opening,Black,B12,1.e4 c6 2.d4 d5
Caro-Kann Defense - Goldman Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6
Caro-Kann Defense - Gurgenidze Counterattack,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 g6
Caro-Kann Defense - Gurgenidze System,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7
Caro-Kann Defense - Hillbilly Attack,Opening,White,B07,1.e4 c6 2.d4 d5 3.Bd3
Caro-Kann Defense - Karpov Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7
Caro-Kann Defense - Karpov Variation - Modern Main Line,Opening,Black,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6
Caro-Kann Defense - Karpov Variation - Modern Variation,Opening,Black,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3
Caro-Kann Defense - Karpov Variation - Modern Variation - Ivanchuk Defense,Opening,Black,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3 h5
Caro-Kann Defense - Karpov Variation - Modern Variation - Kasparov Attack,Opening,White,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3 c5 7.d5
Caro-Kann Defense - Karpov Variation - Smyslov Variation,Opening,Black,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3 e6
Caro-Kann Defense - Karpov Variation - Smyslov Variation - Main Line,Opening,Black,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3 e6 7.Bd3 c5
Caro-Kann Defense - Karpov Variation - Tiviakov-Fischer Attack,Opening,White,B17,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Ng3 e6 7.c3
Caro-Kann Defense - Main Line,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6
Caro-Kann Defense - Maroczy Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 c5
Caro-Kann Defense - Maroczy Variation - Maroczy Gambit,Opening,White,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 c5 5.d4
Caro-Kann Defense - Modern Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6
Caro-Kann Defense - Panov Attack,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4
Caro-Kann Defense - Panov Attack,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4
Caro-Kann Defense - Panov Attack,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4
Caro-Kann Defense - Panov Attack - Fianchetto Defense,Opening,Black,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 g6
Caro-Kann Defense - Panov Attack - Fianchetto Defense - Fianchetto Gambit,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 g6 5.Nc3 Bg7 6.Bg2
Caro-Kann Defense - Panov Attack - Gunderam Attack,Opening,White,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nc6 5.Nf3 Nf6 6.Nc3
Caro-Kann Defense - Panov Attack - Modern Defense,Opening,Black,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6
Caro-Kann Defense - Panov Attack - Modern Defense - Carlsbad Line,Opening,Black,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 c6
Caro-Kann Defense - Panov Attack - Modern Defense - Czerniak Line,Opening,Black,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 c6 6.Nf3
Caro-Kann Defense - Panov Attack - Modern Defense - Mieses Line,Opening,Black,B13,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 c6 6.Bg5
Caro-Kann Defense - Rasa-Studier Gambit,Opening,White,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6 6.f3
Caro-Kann Defense - Standard - Unorthodox Replies,Opening,Black,B12,1.e4 c6 2.d4 d5
Caro-Kann Defense - Tartakower Variation,Opening,Black,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.c3 d5
Caro-Kann Defense - Two Knights Attack,Opening,Black,B14,1.e4 c6 2.Nc3 d5 3.Nf3
Caro-Kann Defense - Two Knights Attack - Mindeno Variation,Opening,Black,B14,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4
Caro-Kann Defense - Two Knights Attack - Mindeno Variation - Exchange Line,Opening,Black,B14,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.exd5 cxd5
Caro-Kann Defense - Two Knights Attack - Mindeno Variation - Retreat Line,Opening,Black,B14,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.d4 Nf6
Caro-Kann Defense - Von Hennig Gambit,Opening,White,B12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.f3
Catalan Opening Closed,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7
Catalan Opening Closed - 5.Nf3 O-O,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O
Catalan Opening Closed - 6.O-O,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O
Catalan Opening Closed - 6.O-O dxc4,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O dxc4
Catalan Opening Closed - 7.Qc2,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O dxc4 7.Qc2
Catalan Opening Closed - 7.Qc2 c6,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O dxc4 7.Qc2 c6
Catalan Opening Open,Opening,White,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4
Catalan Opening Open - 5.Nf3,Opening,White,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3
Catalan Opening Open - 5.Nf3 Be7,Opening,White,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3 Be7
Catalan Opening - Closed Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7
Catalan Opening - Closed Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3
Catalan Opening - Closed Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O
Catalan Opening - Closed Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O
Catalan Opening - Closed Variation - Botvinnik Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7
Catalan Opening - Closed Variation - Rabinovich Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2
Catalan Opening - Closed Variation - Traditional Variation,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Nc3
Catalan Opening - General,Opening,White,E00,1.d4 d5 2.c4 e6 3.g3
Catalan Opening - Open Defense,Opening,Black,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4
Catalan Opening - Open Defense,Opening,Black,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3 Be7
Catalan Opening - Open Defense - Classical Line,Opening,Black,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3 Be7 6.O-O O-O
Catalan Opening - Open Defense - Modern Sharp Variation,Opening,Black,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3 Be7 6.O-O O-O 7.Qc2 c5 8.dxc5 Nc6
Catalan Opening - Open Defense - Tarrasch Defense,Opening,Black,E01,1.d4 d5 2.c4 e6 3.g3 Nf6 4.Bg2 dxc4 5.Nf3 c5
Center Game Accepted,Opening,White,C21,1.e4 e5 2.d4 exd4
Center Game Danish Gambit,Opening,White,C21,1.e4 e5 2.d4 exd4 3.c3
Center Game - Accepted,Opening,White,C21,1.e4 e5 2.d4 exd4
Center Game - Berger Variation,Opening,White,C21,1.e4 e5 2.d4 exd4 3.Nf3 d6
Center Game - Normal Variation,Opening,White,C21,1.e4 e5 2.d4 exd4 3.Nf3
Center Game - Paulsen Attack Variation,Opening,White,C21,1.e4 e5 2.d4 exd4 3.Nf3 d6 4.c3
Clemenz Opening - General,Opening,White,A00,1.h3
Colle System,Opening,White,D05,1.d4 d5 2.Nf3 Nf6 3.e3
Colle System,Opening,White,D05,1.d4 d5 2.Nf3 Nf6 3.e3
Colle System - Traditional Colle,Opening,White,D05,1.d4 d5 2.Nf3 Nf6 3.e3 c6 4.c4
Czech Defense - General,Opening,Black,B57,1.e4 d6
Danish Gambit - Declined - Sorensen Defense,Opening,Black,C21,1.e4 e5 2.d4 exd4 3.c3 d5
Danish Gambit - General,Opening,White,C21,1.e4 e5 2.d4 exd4 3.c3
Dutch Defense -,Opening,Black,A80,1.d4 f5
Dutch Defense Anderssen Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6
Dutch Defense Classical,Opening,Black,A90,1.d4 f5 2.c4 e6
Dutch Defense Classical - 3.Nf3,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3
Dutch Defense Classical - 7...Nc6,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Nc6
Dutch Defense Classical - 8...Ne4,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O 8.Ne4
Dutch Defense Classical - 8.b3,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O 8.b3
Dutch Defense Classical - Main Line,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O
Dutch Defense Classical - Stonewall,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 d5 5.Bg2 c6 6.O-O Bd6 7.Nc3 Nbd7 8.Qc2 O-O 9.b3 Ne4 10.Bb2 Qe7
Dutch Defense Classical - Stonewall - Botvinnik,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.g3 d5 5.Bg2 c6 6.O-O Bd6 7.Nc3 Nbd7 8.Qc2 O-O 9.b3 Ne4 10.Bb2 Qe7 11.Rac1 Rf6 12.Qb1 Rh6
Dutch Defense Leningrad Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6
Dutch Defense Leningrad - 7...c6,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.g3 O-O 6.Bg2 d6 7.O-O c6
Dutch Defense Leningrad - 8...Qe8,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.g3 O-O 6.Bg2 d6 7.O-O c6 8.Qe1 Qe8
Dutch Defense Leningrad - 9.Ba3,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.g3 O-O 6.Bg2 d6 7.O-O c6 8.Qe1 Qe8 9.Ba3
Dutch Defense Leningrad - Main line,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.g3 O-O 6.Bg2 d6 7.O-O c6
Dutch Defense Staunton Gambit,Opening,White,A80,1.d4 f5 2.e4
Dutch Defense Stonewall Attack,Opening,White,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O 8.b3 Nbd7 9.Bb2 Ne4 10.Qc2 Qe7 11.Rac1
Dutch Defense Stonewall - 8.b3,Opening,White,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O 8.b3
Dutch Defense Stonewall - Main line,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O
Dutch Defense Stonewall - Modern,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O 8.b3
Dutch Defense - Alekhine Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Bg5
Dutch Defense - Blackburne Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 b6
Dutch Defense - Blackmar's Second Gambit,Opening,White,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.e4
Dutch Defense - Classical Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5
Dutch Defense - Classical Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5
Dutch Defense - Classical Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5
Dutch Defense - Classical Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5
Dutch Defense - Classical Variation - Blackburne Attack,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.Bg5
Dutch Defense - Classical Variation - Buenos Aires Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.Bg5 Be7
Dutch Defense - Classical Variation - General,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5
Dutch Defense - Classical Variation - Huisl Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.e3 c5
Dutch Defense - Classical Variation - Ilyin-Zhenevsky Variation - Alatortsev-Lisitsyn Line,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.e3 c5 6.Bd3 Nc6 7.O-O cxd4 8.exd4 Bd6 9.Re1 O-O
Dutch Defense - Classical Variation - Ilyin-Zhenevsky Variation - General,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.e3 c5 6.Bd3 Nc6 7.O-O
Dutch Defense - Classical Variation - Ilyin-Zhenevsky Variation - Modern Main Line,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.e3 c5 6.Bd3 Nc6 7.O-O cxd4 8.exd4 Bd6 9.Re1 O-O 10.dxc5 Bxc5
Dutch Defense - Classical Variation - Stonewall Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O 8.b3
Dutch Defense - Classical Variation - Stonewall Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O
Dutch Defense - Classical Variation - Stonewall Variation - Botvinnik Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nf3 Nf6 4.Nc3 d5 5.g3 c6 6.Bg2 Bd6 7.O-O O-O 8.b3 Nd7
Dutch Defense - Fianchetto Attack,Opening,White,A80,1.d4 f5 2.c4 Nf6 3.Nf3 g6
Dutch Defense - Fianchetto Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nf3 g6 4.g3 Bg7
Dutch Defense - General,Opening,Black,A80,1.d4 f5
Dutch Defense - Hopton Attack,Opening,White,A80,1.d4 f5 2.g3 Nf6 3.Bg2
Dutch Defense - Janzen-Korchnoi Gambit,Opening,White,A80,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3
Dutch Defense - Kmoch Attack,Opening,White,A80,1.d4 f5 2.Nc3 Nf6 3.Bg5
Dutch Defense - Korchnoi Attack,Opening,White,A80,1.d4 f5 2.Nc3 Nf6 3.Bg5
Dutch Defense - Krejcik Gambit,Opening,White,A80,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3
Dutch Defense - Leningrad Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6
Dutch Defense - Leningrad Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7
Dutch Defense - Leningrad Variation - Matulovic Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Qc2 O-O 6.Bg5 d6 7.e3 c6 8.Bd3 Na6 9.a3 Qe8 10.Bxf6 Bxf6 11.O-O e5
Dutch Defense - Leningrad Variation - Warsaw Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Bg5 O-O 6.Qc2 d6 7.e3 c6 8.Bd3 Qe8 9.O-O Nbd7 10.b4 e5
Dutch Defense - Modern Stonewall Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.Nf3 c6 5.g3 Bd6 6.Bg2 Nf6 7.O-O O-O 8.b3 Nbd7
Dutch Defense - Nimzo-Dutch Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 Bb4
Dutch Defense - Nimzo-Dutch Variation - Alekhine Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 Bb4 5.Bd2
Dutch Defense - Normal Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6
Dutch Defense - Queen's Knight Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 d5
Dutch Defense - Raphael Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 d5 5.Bg5
Dutch Defense - Rubinstein Variation,Opening,Black,A80,1.d4 f5 2.c4 Nf6 3.Nc3 e6 4.Nf3 d5 5.Bg5 Be7
Dutch Defense - Semi-Leningrad Variation,Opening,Black,A90,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Bg5 O-O 6.e3 d6 7.Be2 c6
Dutch Defense - Staunton Gambit - Accepted,Opening,White,A80,1.d4 f5 2.e4 fxe4
Dutch Defense - Staunton Gambit - Chigorin Variation,Opening,White,A80,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3 exf3 5.Nxf3 d5
Dutch Defense - Staunton Gambit - General Variation,Opening,White,A80,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3 exf3
Dutch Defense - Staunton Gambit - Lasker Variation,Opening,White,A80,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3 exf3 5.Nxf3 d5 6.Bd3
Dutch Defense - Stonewall Variation - General Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O 8.b3 Nbd7
Dutch Defense - Stonewall Variation - Modern Variation,Opening,Black,A90,1.d4 f5 2.c4 e6 3.Nc3 d5 4.g3 Nf6 5.Bg2 c6 6.Nf3 Bd6 7.O-O O-O 8.b3 Nbd7 9.Ba3 Bxa3 10.Qc2
Elephant Gambit - General,Opening,Black,C40,1.e4 e5 2.Nf3 d5
Elephant Gambit - Maroczy Gambit,Opening,Black,C40,1.e4 e5 2.Nf3 d5 3.exd5 e4
Elephant Gambit - Paulsen Countergambit,Opening,Black,C40,1.e4 e5 2.Nf3 d5 3.exd5 e4 4.Nd4 Nf6
English Defense - General,Opening,Black,B00,1.d4 e6 2.c4 b6
English Defense - Perrin Variation,Opening,Black,B00,1.d4 e6 2.c4 b6 3.e4 Bb7
English Opening -,Opening,A10,1.c4,
English Opening - Agincourt Defense,Opening,Black,A10,1.c4 e5
English Opening - Agincourt Defense - Keres Variation,Opening,Black,A10,1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 d5 5.d4 e4 6.Ne5 Bd6 7.Bf4
English Opening - Anglo-Indian Defense,Opening,Black,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 b6
English Opening - Anglo-Indian - Anglo-Grünfeld,Opening,Black,A10,1.c4 Nf6 2.Nc3 g6 3.Nf3 Bg7 4.g3 d5
English Opening - Anglo-Indian - Queen's Indian,Opening,Black,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 Bb7
English Opening - Carls' Bremen System,Opening,Black,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O
English Opening - Caro-Kann Defensive System,Opening,Black,A10,1.c4 e6 2.Nc3 d5
English Opening - Four Knights System,Opening,White,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.d4 Nbd7
English Opening - Four Knights - Botvinnik System,Opening,White,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.d4 Nbd7 5.Bg5 c6
English Opening - Four Knights - Fianchetto Variation,Opening,White,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.g3
English Opening - Four Knights - Fianchetto - Keres Variation,Opening,White,A10,1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.g3 c5
English Opening - King's English,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3
English Opening - King's English - 2.Nc3,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3 d5
English Opening - King's English - 2.Nc3 Nc6,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5
English Opening - King's English - Bremen System,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2
English Opening - King's English - Bremen with ...g6,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2 g6
English Opening - King's English - Bremen - Keres Variation,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 5.Bg2 Nb6
English Opening - King's English - Four Knights,Opening,White,A10,1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3
English Opening - Symmetrical Variation,Opening,White,A30,1.c4 c5
English Opening - Symmetrical - Botvinnik System,Opening,White,A30,1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6 5.Nc3 d5
